Price,Close,High,Low,Open,Volume
2021-06-11,395.280029296875,395.39181472194224,393.89197955285624,395.1775688004502,45570800
2021-06-14,396.16497802734375,396.26743850654356,394.1527554254345,395.39174825118516,42358500
2021-06-15,395.4383850097656,396.3513182077345,394.5626946646038,396.31407535492747,51508500
2021-06-16,393.23052978515625,395.8017082457771,391.19038894578637,395.5781373986484,80386100
2021-06-17,393.1001281738281,394.07827907271417,390.63143860500963,392.8206646111922,90949700
2021-06-18,387.7969970703125,390.5167474088944,387.5913771677302,389.82512979232945,118676300
2021-06-21,393.3486633300781,393.53560087943845,388.7409408172673,389.5540649639203,72822000
2021-06-22,395.45159912109375,396.28343417143736,392.61966911686017,393.339353041914,57700300
2021-06-23,394.97491455078125,396.33011186649463,394.89080121581947,395.5263432061953,49445400
2021-06-24,397.3115234375,397.73209014648296,396.8628904252522,397.1152589733079,45110300
2021-06-25,398.7228088378906,399.1714418641056,397.73210252899935,398.05922899461444,58129500
2021-06-28,399.526611328125,399.69483801915226,398.04990728021846,399.2462335097463,53159600
2021-06-29,399.7415771484375,400.5453458904214,399.20883078354126,399.9098038354574,35970500
2021-06-30,400.07806396484375,400.7509992918403,399.2555842848848,399.2836220683984,64827900
2021-07-01,402.2930603027344,402.4519600618117,400.76960779298105,400.835038783346,53441000
2021-07-02,405.3680114746094,405.7231756894549,402.37718195001327,403.4520300284134,57697700
2021-07-06,404.6296691894531,405.63908633581775,401.90056347036705,405.42411100289456,68710400
2021-07-07,406.05963134765625,406.34003766118167,403.30248799530796,405.31193822358387,63549500
2021-07-08,402.7510986328125,403.50814726468866,399.57333123869796,400.7509751205796,97595200
2021-07-09,407.05035400390625,407.3494426746745,402.55478259875076,404.2558173257462,76238600
2021-07-12,408.50836181640625,408.76073035250516,406.536304788165,406.9662269112006,52889600
2021-07-13,407.1158142089844,409.2187334442086,406.854118733952,407.72331850573784,52911300
2021-07-14,407.72332763671875,409.29352904474496,406.48028123314407,408.8075027783235,64130400
2021-07-15,406.3307800292969,407.0597909836697,404.4334804606937,406.3868556009662,55126400
2021-07-16,403.1436462402344,407.55510476141916,402.75111727654803,407.50838463044124,75874700
2021-07-19,397.19000244140625,403.20902632092094,394.38611039278754,398.3302530154178,147987000
2021-07-20,402.8819274902344,404.1530401378472,397.0591676686946,397.85360950811923,99608200
2021-07-21,406.143798828125,406.28401626491234,402.83522636423976,404.0782727663207,64724400
2021-07-22,406.9942932128906,407.23730633204167,405.3400070746696,406.3213579405747,47878500
2021-07-23,411.1814270019531,411.51788035862415,408.2373460404216,408.91960818789283,63766600
2021-07-26,412.1908264160156,412.20018185039044,410.5458957579973,410.59261588453984,43719200
2021-07-27,410.3122253417969,411.18142503169713,407.4896224241449,411.15338725210887,67397100
2021-07-28,410.1440124511719,411.51792083805464,408.7233839343774,410.93845431834467,52472400
2021-07-29,411.8450622558594,412.9198819868287,411.05997579525564,411.0693312306445,47435300
2021-07-30,409.8448791503906,411.2935451911804,409.15323310150086,409.2840950781723,68951200
2021-08-02,408.9850769042969,412.10674026622047,408.62991264660883,411.5553115323718,58783300
2021-08-03,412.31231689453125,412.43382344600275,407.59244339115173,409.7794757496443,58053900
2021-08-04,410.2842102050781,412.2843051456388,410.0505525213927,411.0319033838049,46732200
2021-08-05,412.88250732421875,412.96662067268136,411.1253968736616,411.4431679198543,38969700
